Run,Lap,Lap time,Started at,Driver,Clean,Pit in,Pit out,Track temp,Track usage,Air temperature,Cloud cover,Air density,Air pressure,Wind velocity,Wind direction,Relative humidity,Fog level,Precipitation,Track Wetness,Fuel level,Fuel used,Fuel added,Sector 1,Sector 2,Sector 3
1,0,19.667156729,2025-12-14T16:24:42Z,Lonn Ponn,0,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,16,0.054460354,0,,,19.683333333
1,1,58.4536018371582,2025-12-14T16:25:01Z,Lonn Ponn,0,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,15.945539,0.43484876,0,31.572668653,11.751323692,11.859340988
1,2,51.457698822021484,2025-12-14T16:25:56Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,15.510691,0.43136823,0,28.130135098,11.725457452,11.594407449
1,3,51.37350082397461,2025-12-14T16:26:48Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,15.079323,0.42075843,0,28.075121108,11.730181797,11.578030428
1,4,51.3588981628418,2025-12-14T16:27:39Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,14.658565,0.4133329,0,28.128422008,11.687615948,11.533962044
1,5,51.51679992675781,2025-12-14T16:28:31Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,14.245232,0.4195292,0,28.073616157,11.741154939,11.70189557
1,6,51.640899658203125,2025-12-14T16:29:22Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,13.825702,0.42213103,0,28.197162158,11.750561661999999,11.702276179
1,7,51.217098236083984,2025-12-14T16:30:14Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,13.403571,0.42176446,0,27.990548949,11.709761886,11.516355831
1,8,51.60200119018555,2025-12-14T16:31:05Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,12.981807,0.42369533,0,28.252107687,11.63952595,11.708366362
1,9,52.19919967651367,2025-12-14T16:31:57Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,12.558111,0.42445043,0,29.086448627,11.609963312,11.50358806
1,10,50.7682991027832,2025-12-14T16:32:49Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,12.133661,0.42474836,0,27.657643528,11.634012896,11.475010242
1,11,50.93769836425781,2025-12-14T16:33:40Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,11.708913,0.4207191,0,27.925402019,11.572664667,11.435266647
1,12,51.10660171508789,2025-12-14T16:34:30Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,11.288194,0.41668677,0,28.001034167,11.678364817,11.437267682
1,13,51.53990173339844,2025-12-14T16:35:22Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,10.871507,0.4238653,0,28.162837246,11.682501918,11.687994169
1,14,51.234500885009766,2025-12-14T16:36:13Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,10.447641,0.4265477,0,28.176465424,11.626296248,11.430571661
1,15,11.840732718,2025-12-14T16:37:04Z,Lonn Ponn,0,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,10.021093,0.032698955,0,,,11.833333333
