Run,Lap,Lap time,Started at,Driver,Clean,Pit in,Pit out,Track temp,Track usage,Air temperature,Cloud cover,Air density,Air pressure,Wind velocity,Wind direction,Relative humidity,Fog level,Precipitation,Track Wetness,Fuel level,Fuel used,Fuel added,Sector 1,Sector 2,Sector 3
1,0,18.716481069,2025-12-15T18:02:57Z,Lonn Ponn,0,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,16,0.062002823,0,,,18.716666666
1,1,59.380699157714844,2025-12-15T18:03:15Z,Lonn Ponn,0,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,15.937997,0.42682046,0,31.495173594,11.964614024,11.540212381
1,2,51.87710189819336,2025-12-15T18:04:10Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,15.511177,0.4136565,0,28.486427153,11.7738411,11.606398413
1,3,52.119300842285156,2025-12-15T18:05:02Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,15.09752,0.41273826,0,28.597760861,11.82777546,11.691130345
1,4,59.6245002746582,2025-12-15T18:05:54Z,Lonn Ponn,0,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,14.684782,0.43502292,0,28.295805152,11.734443821,19.60308436
1,5,53.0547981262207,2025-12-15T18:06:54Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,14.249759,0.4246596,0,29.368233857,11.802938939,11.862160537
1,6,51.85770034790039,2025-12-15T18:07:47Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,13.825099,0.4174399,0,28.427984045,11.635738936,11.819610352
1,7,51.69960021972656,2025-12-15T18:08:39Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,13.40766,0.4211486,0,28.289636193,11.634614562,11.775749244
1,8,51.4109001159668,2025-12-15T18:09:30Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,12.986511,0.41834515,0,28.151309503,11.663481827,11.585208669
1,9,51.34280014038086,2025-12-15T18:10:22Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,12.568166,0.4186459,0,27.97375204,11.570795795,11.805452164
1,10,51.977500915527344,2025-12-15T18:11:13Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,12.14952,0.42277777,0,27.935923047,12.08625326,11.961157026
1,11,51.574100494384766,2025-12-15T18:12:05Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,11.726742,0.4214917,0,28.203285976,11.638790449,11.724590241
1,12,51.76919937133789,2025-12-15T18:12:57Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,11.30525,0.42012596,0,28.156371077,11.810338486,11.799957103
1,13,51.45009994506836,2025-12-15T18:13:49Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,10.885124,0.42161116,0,28.169288853,11.629343046,11.6513681
1,14,51.25519943237305,2025-12-15T18:14:40Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,10.463513,0.42351347,0,28.079830685,11.571410039,11.598759275
1,15,11.58462933,2025-12-15T18:15:31Z,Lonn Ponn,0,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,10.04,0.04065597,0,,,11.583333333
