Run,Lap,Lap time,Started at,Driver,Clean,Pit in,Pit out,Track temp,Track usage,Air temperature,Cloud cover,Air density,Air pressure,Wind velocity,Wind direction,Relative humidity,Fog level,Precipitation,Track Wetness,Fuel level,Fuel used,Fuel added,Sector 1,Sector 2,Sector 3
1,0,126.81055424,2025-12-16T06:53:10Z,Lonn Ponn,0,0,0,27.77777099609375,84,18.73652,1,1.1845062,99753.07,4.3544893,4.9776764,0.6248994,0,0,0,16.0,0.058222186,0,,,126.816666666
1,1,57.54650115966797,2025-12-16T06:55:16Z,Lonn Ponn,0,0,0,27.77777099609375,84,18.73567,1,1.1844717,99749.38,4.6617827,4.9547396,0.6243067,0,0,0,15.941778,0.4310029,0,30.657820036,11.824557186,11.917622778
1,2,51.38019943237305,2025-12-16T06:56:11Z,Lonn Ponn,1,0,0,27.77777099609375,84,18.73529,1,1.1844563,99747.74,4.204466,4.9396377,0.6240427,0,0,0,15.510775,0.41864786,0,27.788083988,11.752054704,11.843194641
1,3,51.23460006713867,2025-12-16T06:57:02Z,Lonn Ponn,1,0,0,27.77777099609375,84,18.734934,1,1.1844419,99746.195,4.4963894,4.921147,0.6237934,0,0,0,15.092127,0.4321869,0,27.841572447,11.789886546,11.60187434
1,4,50.92369842529297,2025-12-16T06:57:53Z,Lonn Ponn,1,0,0,27.77777099609375,84,18.734577,1,1.1844273,99744.64,4.74531,4.937985,0.6235448,0,0,0,14.65994,0.4379288,0,27.835743665,11.545730702,11.551858966
1,5,50.9192008972168,2025-12-16T06:58:44Z,Lonn Ponn,1,0,0,27.77777099609375,84,18.73422,1,1.1844131,99743.11,4.721795,4.899619,0.6232977,0,0,0,14.222012,0.42185533,0,27.6971474,11.733830617,11.485688649
1,6,50.91320037841797,2025-12-16T06:59:35Z,Lonn Ponn,1,0,0,27.77777099609375,84,18.733866,1,1.1843987,99741.57,4.3914485,4.92074,0.6230507,0,0,0,13.800156,0.42668092,0,27.70734637,11.600137094,11.609183202
1,7,50.9213981628418,2025-12-16T07:00:26Z,Lonn Ponn,1,0,0,27.77777099609375,84,18.733511,1,1.1843842,99740.03,4.6501226,4.90262,0.6228036,0,0,0,13.373475,0.41995218,0,27.645372238,11.728181569,11.543112859
1,8,51.11640167236328,2025-12-16T07:01:17Z,Lonn Ponn,1,0,0,27.77777099609375,84,18.733156,1,1.18437,99738.5,4.7340894,4.837198,0.6225566,0,0,0,12.953523,0.42469576,0,27.684341891,11.75497781,11.677346965
1,9,52.25600051879883,2025-12-16T07:02:08Z,Lonn Ponn,1,0,0,27.77777099609375,84,18.732801,1,1.1843556,99736.96,4.8651147,4.8717947,0.6223086,0,0,0,12.528827,0.4247985,0,28.394315995,12.123359598,11.732324406
1,10,51.093299865722656,2025-12-16T07:03:00Z,Lonn Ponn,1,0,0,28.333343505859375,84,18.732437,1,1.1843408,99735.38,4.544336,4.853925,0.6220551,0,0,0,12.104029,0.42436975,0,27.80589884,11.674887076,11.619214083
1,11,50.926998138427734,2025-12-16T07:03:52Z,Lonn Ponn,1,0,0,28.333343505859375,84,18.73349,1,1.1843606,99737.46,4.5785866,4.8392987,0.6220929,0,0,0,11.679659,0.43085867,0,27.579152734,11.586999192,11.75051474
1,12,51.13399887084961,2025-12-16T07:04:42Z,Lonn Ponn,1,0,0,28.333343505859375,84,18.73465,1,1.1843833,99739.836,4.885955,4.8606424,0.62215316,0,0,0,11.2488,0.41896796,0,27.755108128,11.70440337,11.690488501
1,13,51.2411003112793,2025-12-16T07:05:34Z,Lonn Ponn,1,0,0,28.333343505859375,84,18.735815,1,1.1844058,99742.21,4.703769,4.831185,0.6222138,0,0,0,10.829832,0.42385644,0,27.762360782,11.759319041,11.71165351
