Run,Lap,Lap time,Started at,Driver,Clean,Pit in,Pit out,Track temp,Track usage,Air temperature,Cloud cover,Air density,Air pressure,Wind velocity,Wind direction,Relative humidity,Fog level,Precipitation,Track Wetness,Fuel level,Fuel used,Fuel added,Sector 1,Sector 2,Sector 3
1,0,22.610087256,2025-12-12T17:02:25Z,Lonn Ponn,0,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,16,0.08217786,0,,,22.616666666
1,1,63.04309844970703,2025-12-12T17:02:47Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,15.917822,0.43168375,0,30.946176701,12.791001746,12.562821551999999
1,2,54.407901763916016,2025-12-12T17:03:43Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,15.486138,0.41785422,0,30.255986791,12.385282648,11.758730561
1,3,54.923301696777344,2025-12-12T17:04:38Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,15.068284,0.43359062,0,29.700110819,13.113309137,12.119913377
1,4,53.685298919677734,2025-12-12T17:05:33Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,14.634693,0.40659627,0,29.22141306,12.249354814,12.212565459
1,5,53.6609001159668,2025-12-12T17:06:26Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,14.228097,0.39934078,0,29.545911626,11.693031362,12.394390345
1,6,53.0364990234375,2025-12-12T17:07:20Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,13.828756,0.42173064,0,29.161887873,11.956321732,11.948457061
1,7,53.78820037841797,2025-12-12T17:08:13Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,13.407026,0.42366442,0,29.034482153,12.443147462,12.305703718
1,8,53.1796989440918,2025-12-12T17:09:07Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,12.983361,0.43479276,0,29.338941871,11.71267815,12.131713312
1,9,52.22570037841797,2025-12-12T17:10:00Z,Lonn Ponn,1,0,0,56.111114501953125,57,26.111113,2,1.1470848,99111.05,0.89408,0,0.45000002,0,0,0,12.548569,0.44524327,0,28.721728675,11.675023633,11.819914358
